district,chiefdom,phu,facility_type
Kailahun District,Luawa Chiefdom,Ngiehun (Luawa) CHP,CHP
Kailahun District,Luawa Chiefdom,Nyandehun (Luawa) CHP,CHP
Kailahun District,Luawa Chiefdom,Sandeyallu CHP,CHP
Kailahun District,Luawa Chiefdom,Sengema (Luawa) CHP,CHP
Kailahun District,Luawa Chiefdom,Talia (Luawa) MCHP,MCHP
Kailahun District,Malema Chiefdom,Bumpeh (Malema) CHP,CHP
Kailahun District,Malema Chiefdom,Fobu CHP,CHP
Kailahun District,Malema Chiefdom,Jojoima CHC,CHC
Kailahun District,Malema Chiefdom,Madina (Malema) CHP,CHP
Kailahun District,Malema Chiefdom,Njama (Malema) MCHP,MCHP
Kailahun District,Mandu Chiefdom,Baiima CHP,CHP
Kailahun District,Mandu Chiefdom,Levuma (Mandu) CHP,CHP
Kailahun District,Mandu Chiefdom,Mobai CHC,CHC
Kailahun District,Mandu Chiefdom,Yoyah CHP,CHP
Kailahun District,Njaluahun Chiefdom,Bandajuma Kpolihun CHP,CHP
Kailahun District,Njaluahun Chiefdom,Dambu CHC,CHC
Kailahun District,Njaluahun Chiefdom,Follah MCHP,MCHP
Kailahun District,Njaluahun Chiefdom,Laleihun (Njaluahun) CHP,CHP
Kailahun District,Njaluahun Chiefdom,Mano-Menima CHP,CHP
Kailahun District,Njaluahun Chiefdom,Niahun Gbuyama CHP,CHP
Kailahun District,Njaluahun Chiefdom,Nixon Under Fives CHC,CHC
Kailahun District,Njaluahun Chiefdom,Nyandehun Nguvoihun CHP,CHP
Kailahun District,Njaluahun Chiefdom,Pendembu-Njeigbla CHP,CHP
Kailahun District,Njaluahun Chiefdom,Segbwema (Njaluahun) MCHP,MCHP
Kailahun District,Peje Bongre Chiefdom,Gbahama (Peje Bongre) CHP,CHP
Kailahun District,Peje Bongre Chiefdom,Grima MCHP,MCHP
Kailahun District,Peje Bongre Chiefdom,Mamboma (Peje Bongre) CHP,CHP
Kailahun District,Peje Bongre Chiefdom,Manowa CHC,CHC
Kailahun District,Peje Bongre Chiefdom,Ngolahun MCHP,MCHP
Kailahun District,Peje Bongre Chiefdom,Pujehun (Peje Bongre) CHP,CHP
Kailahun District,Peje West Chiefdom,Bunumbu CHC,CHC
Kailahun District,Peje West Chiefdom,Jokibu CHP,CHP
Kailahun District,Peje West Chiefdom,Peje Baoma CHP,CHP
Kailahun District,Peje West Chiefdom,Pejewa (Peje West) CHP,CHP
Kailahun District,Penguia Chiefdom,Kono-Bendu CHP,CHP
Kailahun District,Penguia Chiefdom,Lalehun CHP,CHP
Kailahun District,Penguia Chiefdom,Sandaru (Penguia) CHC,CHC
Kailahun District,Penguia Chiefdom,Woroma CHP,CHP
Kailahun District,Upper Bambara Chiefdom,Bomaru CHP,CHP
Kailahun District,Upper Bambara Chiefdom,Jenneh MCHP,MCHP
Kailahun District,Upper Bambara Chiefdom,Mendekelema (Upper Bambara) CHP,CHP
Kailahun District,Upper Bambara Chiefdom,Pendembu (Upper Bambara) CHC,CHC
Kailahun District,Upper Bambara Chiefdom,Siama (Upper Bambara) CHP,CHP
Kailahun District,Yawei Chiefdom,Bandajuma CHC,CHC
Kailahun District,Yawei Chiefdom,Bendu CHP,CHP
Kailahun District,Yawei Chiefdom,Kwellu-Ngieya CHP,CHP
Kailahun District,Yawei Chiefdom,Macca CHP,CHP
Kailahun District,Yawei Chiefdom,Malema (Yawei) CHP,CHP
Kailahun District,Yawei Chiefdom,Massayeima CHP,CHP
Kambia District,Bramaia Chiefdom,Gbolon MCHP,MCHP
Kambia District,Bramaia Chiefdom,Kanku Bramaia MCHP,MCHP
Kambia District,Bramaia Chiefdom,Kukuna CHC,CHC
Kambia District,Bramaia Chiefdom,Shekaia MCHP,MCHP
Kambia District,Dixon Chiefdom,Fodaya MCHP,MCHP
Kambia District,Dixon Chiefdom,Mafaray CHP,CHP
Kambia District,Gbinleh Chiefdom,Gbalamuya CHC,CHC
Kambia District,Gbinleh Chiefdom,Magbengbeh MCHP,MCHP
Kambia District,Gbinleh Chiefdom,Tawuya MCHP,MCHP
Kambia District,Gbinleh Chiefdom,Worreh MCHP,MCHP
Kambia District,Konimaka Chiefdom,Barakuya MCHP,MCHP
Kambia District,Konimaka Chiefdom,Konta (Bramaia) CHP,CHP
Kambia District,Magbema Chiefdom,Barmoi Luma CHP,CHP
Kambia District,Magbema Chiefdom,Dibia CHP,CHP
Kambia District,Magbema Chiefdom,Gbonkomaria CHP,CHP
Kambia District,Magbema Chiefdom,Kamba MCHP,MCHP
Kambia District,Magbema Chiefdom,Magbethy MCHP,MCHP
Kambia District,Magbema Chiefdom,Mathuraneh MCHP,MCHP
Kambia District,Magbema Chiefdom,Menicurve MCHP,MCHP
Kambia District,Magbema Chiefdom,Mile 18 MCHP,MCHP
Kambia District,Magbema Chiefdom,Modia MCHP,MCHP
Kambia District,Magbema Chiefdom,Red Cross (Magbema) CHP,CHP
Kambia District,Magbema Chiefdom,Rokupr CHC,CHC
Kambia District,Magbema Chiefdom,Senthai MCHP,MCHP
Kambia District,Magbema Chiefdom,Wullah Thenkle MCHP,MCHP
Kambia District,Mambolo Chiefdom,Kalainkay MCHP,MCHP
Kambia District,Mambolo Chiefdom,Macoth MCHP,MCHP
Kambia District,Mambolo Chiefdom,Mambolo (Kambia) CHC,CHC
Kambia District,Mambolo Chiefdom,Mayakie MCHP,MCHP
Kambia District,Mambolo Chiefdom,Rokel (Mambolo) MCHP,MCHP
Kambia District,Mambolo Chiefdom,Romando MCHP,MCHP
Kambia District,Mambolo Chiefdom,Rotain Bana CHP,CHP
Kambia District,Mambolo Chiefdom,Tombo Wallah CHP,CHP
Kambia District,Masumgbala Chiefdom,Kania CHC,CHC
Kambia District,Masumgbala Chiefdom,Kawula CHC,CHC
Kambia District,Munu Thalla Chiefdom,Banka Makuloh MCHP,MCHP
Kambia District,Munu Thalla Chiefdom,Barmoi Munu CHC,CHC
Kambia District,Munu Thalla Chiefdom,Gbalan Thallan MCHP,MCHP
Kambia District,Samu Chiefdom,Bapuya CHP,CHP
Kambia District,Samu Chiefdom,Kangbor MCHP,MCHP
Kambia District,Samu Chiefdom,Kassirie CHC,CHC
Kambia District,Samu Chiefdom,Kortimoh MCHP,MCHP
Kambia District,Samu Chiefdom,Koya (Samu) MCHP,MCHP
Kambia District,Samu Chiefdom,Kychom CHC,CHC
Kambia District,Samu Chiefdom,Mafufuneh CHC,CHC
Kambia District,Samu Chiefdom,Mange Bissan MCHP,MCHP
Kambia District,Samu Chiefdom,Mapotolon CHC,CHC
Kambia District,Samu Chiefdom,Moribaya MCHP,MCHP
Kambia District,Samu Chiefdom,Rokai MCHP,MCHP
Kambia District,Samu Chiefdom,Rosinor CHP,CHP
Kambia District,Samu Chiefdom,Soriebolomia MCHP,MCHP
Kambia District,Samu Chiefdom,Yelieboya CHP,CHP
Kambia District,Tonko Limba Chiefdom,Bubuya MCHP,MCHP
Kambia District,Tonko Limba Chiefdom,Kamagbewu MCHP,MCHP
Kambia District,Tonko Limba Chiefdom,Kamassasa CHC,CHC
Kambia District,Tonko Limba Chiefdom,Kamawala MCHP,MCHP
Kambia District,Tonko Limba Chiefdom,Kasoria CHP,CHP
Kambia District,Tonko Limba Chiefdom,Katherie MCHP,MCHP
Kambia District,Tonko Limba Chiefdom,Layia Gboray CHP,CHP
Kambia District,Tonko Limba Chiefdom,Madina (Tonko Limba) CHC,CHC
Kambia District,Tonko Limba Chiefdom,Masaralie MCHP,MCHP
Kambia District,Tonko Limba Chiefdom,Masselleh CHP,CHP
Kambia District,Tonko Limba Chiefdom,Masunthun CHP,CHP
Kambia District,Tonko Limba Chiefdom,Mile 14 CHP,CHP
Kambia District,Tonko Limba Chiefdom,Numea CHP,CHP
Kambia District,Tonko Limba Chiefdom,Samaia MCHP,MCHP
Kambia District,Tonko Limba Chiefdom,Sellah Kafta MCHP,MCHP
Kambia District,Tonko Limba Chiefdom,Timbo MCHP,MCHP
Kambia District,Tonko Limba Chiefdom,Yebaya MCHP,MCHP
Karene District,Buya Chiefdom,Kamasondo CHC,CHC
Karene District,Buya Chiefdom,Manumtheneh MCHP,MCHP
Karene District,Buya Chiefdom,Masamboi MCHP,MCHP
Karene District,Buya Chiefdom,Rosint Buya MCHP,MCHP
Karene District,Dibia Chiefdom,Gbinti CHC,CHC
Karene District,Dibia Chiefdom,Gbombana MCHP,MCHP
Karene District,Dibia Chiefdom,Magborognor MCHP,MCHP
Karene District,Dibia Chiefdom,Roctolon MCHP,MCHP
Karene District,Dibia Chiefdom,Rogballan (Dibia) CHP,CHP
Karene District,Gbanti (Karene) Chiefdom,Borongoh Makarankay MCHP,MCHP
Karene District,Gbanti (Karene) Chiefdom,Gbainkfay MCHP,MCHP
Karene District,Gbanti (Karene) Chiefdom,Gbanti CHP,CHP
Karene District,Gbanti (Karene) Chiefdom,Gbinti Maria MCHP,MCHP
Karene District,Gbanti (Karene) Chiefdom,Gbonkobana MCHP,MCHP
Karene District,Gbanti (Karene) Chiefdom,Kambia CHP,CHP
Karene District,Gormbahun Chiefdom,BatKanu CHC,CHC
Karene District,Gormbahun Chiefdom,Kiamunday MCHP,MCHP
Karene District,Gormbahun Chiefdom,Magbaingba MCHP,MCHP
Karene District,Gormbahun Chiefdom,Matoto MCHP,MCHP
Karene District,Mafonda Makerembay Chiefdom,Gbonkonka MCHP,MCHP
Karene District,Mafonda Makerembay Chiefdom,Rochain Loko CHP,CHP
Karene District,Romende Chiefdom,Foredugu MCHP,MCHP
Karene District,Romende Chiefdom,Gbomsamba MCHP,MCHP
Karene District,Romende Chiefdom,Mabureh Mende MCHP,MCHP
Karene District,Romende Chiefdom,Rokamba MCHP,MCHP
Karene District,Romende Chiefdom,Worreh Bana MCHP,MCHP
Karene District,Safroko Chiefdom,Maron CHP,CHP
Karene District,Sanda Loko Chiefdom,Kamalo CHC,CHC
Karene District,Sanda Loko Chiefdom,Laiya MCHP,MCHP
Karene District,Sanda Loko Chiefdom,Laminaya CHP,CHP
Karene District,Sanda Loko Chiefdom,Madina Fullah MCHP,MCHP
Karene District,Sanda Loko Chiefdom,Maharibo CHP,CHP
Karene District,Sanda Loko Chiefdom,Marcorba Loko MCHP,MCHP
Karene District,Sanda Loko Chiefdom,Mayolla CHP,CHP
Karene District,Sanda Loko Chiefdom,Rochain Salcost CHP,CHP
Karene District,Sanda Loko Chiefdom,Rothatha MCHP,MCHP
Karene District,Sanda Magbolonthor Chiefdom,Gbogbodo MCHP,MCHP
Karene District,Sanda Magbolonthor Chiefdom,Kantia MCHP,MCHP
Karene District,Sanda Magbolonthor Chiefdom,Komneh CHP,CHP
Karene District,Sanda Magbolonthor Chiefdom,Magbolonthor MCHP,MCHP
Karene District,Sanda Magbolonthor Chiefdom,Sendugu CHC,CHC
Karene District,Sanda Tendaren Chiefdom,Mabunduka CHC,CHC
Karene District,Sanda Tendaren Chiefdom,Malontho MCHP,MCHP
Karene District,Sanda Tendaren Chiefdom,Manack MCHP,MCHP
Karene District,Sanda Tendaren Chiefdom,Mateboi CHC,CHC
Karene District,Sanda Tendaren Chiefdom,Rogbin MCHP,MCHP
Karene District,Sanda Tendaren Chiefdom,Rokulan CHC,CHC
Karene District,Sanda Tendaren Chiefdom,Royanka Lol CHP,CHP
Karene District,Sella Limba Chiefdom,Kabba Ferry CHP,CHP
Karene District,Sella Limba Chiefdom,Kagboray MCHP,MCHP
Karene District,Sella Limba Chiefdom,Kamabaio MCHP,MCHP
Karene District,Sella Limba Chiefdom,Kamakwie CHP,CHP
Karene District,Sella Limba Chiefdom,Kamawornie MCHP,MCHP
Karene District,Sella Limba Chiefdom,Kaponkie MCHP,MCHP
Karene District,Sella Limba Chiefdom,Kathanta Yimbor CHC,CHC
Karene District,Sella Limba Chiefdom,Masankorie CHP,CHP
Karene District,Tambaka Simibungie Chiefdom,Komoya CHP,CHP
Karene District,Tambaka Simibungie Chiefdom,Samaya MCHP,MCHP
Karene District,Tambaka Yobangie Chiefdom,Dombaya CHP,CHP
Karene District,Tambaka Yobangie Chiefdom,Fintonia CHC,CHC
Karene District,Tambaka Yobangie Chiefdom,Sanya MCHP,MCHP
Kenema District,Dama Chiefdom,Diamei MCHP,MCHP
Kenema District,Dama Chiefdom,Gao MCHP,MCHP
Kenema District,Dama Chiefdom,Giema (Dama) CHP,CHP
Kenema District,Dama Chiefdom,Konia (Dama) MCHP,MCHP
Kenema District,Dama Chiefdom,Konjo (Dama) CHP,CHP
Kenema District,Dama Chiefdom,Kpandebu CHC,CHC
Kenema District,Dama Chiefdom,Lileima MCHP,MCHP
Kenema District,Dama Chiefdom,Loppa CHP,CHP
Kenema District,Dama Chiefdom,Majihun MCHP,MCHP
Kenema District,Dama Chiefdom,Patama MCHP,MCHP
Kenema District,Dama Chiefdom,Tawahun MCHP,MCHP
Kenema District,Dama Chiefdom,Tokpombu (Dama) CHP,CHP
Kenema District,Dodo Chiefdom,Dodo CHC,CHC
Kenema District,Dodo Chiefdom,Guala MCHP,MCHP
Kenema District,Dodo Chiefdom,Kundorma CHP,CHP
Kenema District,Dodo Chiefdom,Mbowohun CHP,CHP
Kenema District,Gaura Chiefdom,Joru CHC,CHC
Kenema District,Gaura Chiefdom,Kokoru CHP,CHP
Kenema District,Gaura Chiefdom,Mendekelema (Gaura) CHP,CHP
Kenema District,Gaura Chiefdom,Perrie MCHP,MCHP
Kenema District,Gaura Chiefdom,Sandaru (Gaura) MCHP,MCHP
Kenema District,Gaura Chiefdom,Sembehun (Gaura) MCHP,MCHP
Kenema District,Gaura Chiefdom,Tikonko (Gaura) MCHP,MCHP
Kenema District,Gaura Chiefdom,Venima CHP,CHP
Kenema District,Gorama Mende Chiefdom,Bambara Kaima CHP,CHP
Kenema District,Gorama Mende Chiefdom,Fomaya CHP,CHP
Kenema District,Gorama Mende Chiefdom,Konta (Gorama Mende) CHP,CHP
Kenema District,Gorama Mende Chiefdom,Kortuhun (Gorama Mende) MCHP,MCHP
Kenema District,Gorama Mende Chiefdom,Mondema CHC,CHC
Kenema District,Gorama Mende Chiefdom,Ngiegboiye CHP,CHP
Kenema District,Gorama Mende Chiefdom,Njagbewema (Gorama Mende) MCHP,MCHP
Kenema District,Gorama Mende Chiefdom,Punduru CHP,CHP
Kenema District,Gorama Mende Chiefdom,Tungie CHC,CHC
Kenema District,Kandu Leppiama Chiefdom,Baoma Oil Mill CHC,CHC
Kenema District,Kandu Leppiama Chiefdom,Diema MCHP,MCHP
Kenema District,Kandu Leppiama Chiefdom,Gbado CHP,CHP
Kenema District,Kandu Leppiama Chiefdom,Levuma (Kandu Leppiama) CHC,CHC
Kenema District,Kandu Leppiama Chiefdom,Sembehun (Kandu Leppiama) MCHP,MCHP
Kenema District,Kenema City,Burma 2 MCHP,MCHP
Kenema District,Kenema City,Degbuama MCHP,MCHP
Kenema District,Kenema City,Gbo-Kakajama 1 MCHP,MCHP
Kenema District,Kenema City,Gbo-Kakajama 2 MCHP,MCHP
Kenema District,Kenema City,Gbo-Lambayama 1 CHC,CHC
Kenema District,Kenema City,Gbo-Lambayama 2 MCHP,MCHP
Kenema District,Kenema City,Kenema Under Fives CHP,CHP
Kenema District,Kenema City,Kondebotihun MCHP,MCHP
Kenema District,Kenema City,Koyagbema MCHP,MCHP
Kenema District,Kenema City,Kpayama 1 MCHP,MCHP
Kenema District,Kenema City,Kpayama 2 MCHP,MCHP
Kenema District,Kenema City,Kpetema (Kenema City) CHC,CHC
Kenema District,Kenema City,Lango Town MCHP,MCHP
Kenema District,Kenema City,Nongowa Static MCHP,MCHP
Kenema District,Kenema City,Nyandeyama MCHP,MCHP
Kenema District,Kenema City,Red Cross (Kenema City) CHP,CHP
Kenema District,Kenema City,Samai Town CHC,CHC
Kenema District,Kenema City,Torkpombu MCHP,MCHP
Kenema District,Koya (Kenema) Chiefdom,Baoma (Koya) CHC,CHC
Kenema District,Koya (Kenema) Chiefdom,Bongor (Koya) MCHP,MCHP
Kenema District,Koya (Kenema) Chiefdom,Jui (Koya) CHP,CHP
Kenema District,Koya (Kenema) Chiefdom,Menima MCHP,MCHP
Kenema District,Koya (Kenema) Chiefdom,Njaluahun (Koya) MCHP,MCHP
Kenema District,Koya (Kenema) Chiefdom,Nyandehun (Koya) MCHP,MCHP
Kenema District,Koya (Kenema) Chiefdom,Serabu (Koya) CHP,CHP
Kenema District,Langroma Chiefdom,Woyama MCHP,MCHP
Kenema District,Langroma Chiefdom,Yabaima CHP,CHP
Kenema District,Lower Bambara Chiefdom,Bomie MCHP,MCHP
Kenema District,Lower Bambara Chiefdom,Foindu (Lower Bambara) CHC,CHC
Kenema District,Lower Bambara Chiefdom,Foindu (Lower Bambara) CHP,CHP
Kenema District,Lower Bambara Chiefdom,Kamboma (Lower Bambara) CHC,CHC
Kenema District,Lower Bambara Chiefdom,Kamboma (Lower Bambara) MCHP,MCHP
Kenema District,Lower Bambara Chiefdom,Komende Getewalu CHP,CHP
Kenema District,Lower Bambara Chiefdom,Komende Luyema MCHP,MCHP
Kenema District,Lower Bambara Chiefdom,Konjo (Lower Bambara) CHC,CHC
Kenema District,Lower Bambara Chiefdom,Konjo (Lower Bambara) MCHP,MCHP
Kenema District,Lower Bambara Chiefdom,Kornia Kpindema CHP,CHP
Kenema District,Lower Bambara Chiefdom,Kpandebu (Lower Bambara) CHC,CHC
Kenema District,Lower Bambara Chiefdom,Kpandebu (Lower Bambara) MCHP,MCHP
Kenema District,Lower Bambara Chiefdom,Kpetema (Lower Bambara) CHP,CHP
Kenema District,Lower Bambara Chiefdom,Lowoma (Lower Bambara) CHC,CHC
Kenema District,Lower Bambara Chiefdom,Ngiehun (Lower Bambara) CHC,CHC
Kenema District,Lower Bambara Chiefdom,Njagbahun (Lower Bambara) MCHP,MCHP
Kenema District,Lower Bambara Chiefdom,Panguma CHC,CHC
Kenema District,Lower Bambara Chiefdom,Pelewahun (Lower Bambara) MCHP,MCHP
Kenema District,Lower Bambara Chiefdom,Saama CHP,CHP
Kenema District,Lower Bambara Chiefdom,Sandeyiema MCHP,MCHP
Kenema District,Lower Bambara Chiefdom,Sembiema MCHP,MCHP
Kenema District,Lower Bambara Chiefdom,Semewabu MCHP,MCHP
Kenema District,Lower Bambara Chiefdom,Tongo CHC,CHC
Kenema District,Lower Bambara Chiefdom,Wiema CHC,CHC
Kenema District,Malegohun Chiefdom,Bendu (Malegohun) CHC,CHC
Kenema District,Malegohun Chiefdom,Benduma (Malegohun) MCHP,MCHP
Kenema District,Malegohun Chiefdom,Helegombu MCHP,MCHP
Kenema District,Malegohun Chiefdom,Ngiehun Konjo CHP,CHP
Kenema District,Niawa Chiefdom,Bandawor MCHP,MCHP
Kenema District,Niawa Chiefdom,Gandorhun (Niawa) CHP,CHP
Kenema District,Niawa Chiefdom,Sendumei CHC,CHC
Kenema District,Nomo Chiefdom,Baoma (Nomo) CHP,CHP
Kenema District,Nomo Chiefdom,Damabara MCHP,MCHP
Kenema District,Nomo Chiefdom,Faama CHC,CHC
Kenema District,Nongowa Chiefdom,Bambawo MCHP,MCHP
Kenema District,Nongowa Chiefdom,Hangah CHC,CHC
Kenema District,Nongowa Chiefdom,Jormu (Nongowa) CHP,CHP
Kenema District,Nongowa Chiefdom,Komende (Nongowa) MCHP,MCHP
Kenema District,Nongowa Chiefdom,Konabu MCHP,MCHP
Kenema District,Nongowa Chiefdom,Largo CHC,CHC
Kenema District,Nongowa Chiefdom,Massahun MCHP,MCHP
Kenema District,Nongowa Chiefdom,Ngelehun (Nongowa) MCHP,MCHP
Kenema District,Nongowa Chiefdom,Niahun Buima MCHP,MCHP
Kenema District,Nongowa Chiefdom,Niekabu CHC,CHC
Kenema District,Nongowa Chiefdom,Panderu MCHP,MCHP
Kenema District,Nongowa Chiefdom,Potehun MCHP,MCHP
Kenema District,Nongowa Chiefdom,Talia (Nongowa) CHC,CHC
Kenema District,Nongowa Chiefdom,Vaahun MCHP,MCHP
Kenema District,Simbaru Chiefdom,Boajibu CHC,CHC
Kenema District,Simbaru Chiefdom,Gbageima MCHP,MCHP
Kenema District,Small Bo Chiefdom,Blama CHC,CHC
Kenema District,Small Bo Chiefdom,Doujo CHP,CHP
Kenema District,Small Bo Chiefdom,Gelehun MCHP,MCHP
Kenema District,Small Bo Chiefdom,London (Blama) MCHP,MCHP
Kenema District,Small Bo Chiefdom,Nyangbe-Bo MCHP,MCHP
Kenema District,Small Bo Chiefdom,Sarabu CHP,CHP
Kenema District,Small Bo Chiefdom,Tobanda CHC,CHC
Kenema District,Tunkia Chiefdom,Belebu CHP,CHP
Kenema District,Tunkia Chiefdom,Fayiema CHP,CHP
Kenema District,Tunkia Chiefdom,Gbeworbu CHP,CHP
Kenema District,Tunkia Chiefdom,Gegbwema CHC,CHC
Kenema District,Tunkia Chiefdom,Gorahun CHC,CHC
Kenema District,Tunkia Chiefdom,Jao (Tunkia) CHP,CHP
Kenema District,Tunkia Chiefdom,Mano Ngiebla CHP,CHP
Kenema District,Tunkia Chiefdom,Ngiewahun CHP,CHP
Kenema District,Tunkia Chiefdom,Nyiemiga MCHP,MCHP
Kenema District,Tunkia Chiefdom,Shenge MCHP,MCHP
Kenema District,Wandor Chiefdom,Baama CHC,CHC
Kenema District,Wandor Chiefdom,Bambara MCHP,MCHP
Kenema District,Wandor Chiefdom,Faala CHP,CHP
Kenema District,Wandor Chiefdom,Gendema MCHP,MCHP
Kenema District,Wandor Chiefdom,Kamboma (Wandor) MCHP,MCHP
Koinadugu District,Diang Chiefdom,Badala MCHP,MCHP
Koinadugu District,Diang Chiefdom,Dalakuru CHP,CHP
Koinadugu District,Diang Chiefdom,Diang Kamaron MCHP,MCHP
Koinadugu District,Diang Chiefdom,Diang Sokurala MCHP,MCHP
Koinadugu District,Diang Chiefdom,Foria CHP,CHP
Koinadugu District,Diang Chiefdom,Kania (Diang) CHP,CHP
Koinadugu District,Diang Chiefdom,Kondembaia CHC,CHC
Koinadugu District,Diang Chiefdom,Lengekoro CHP,CHP
Koinadugu District,Diang Chiefdom,Nyawulia MCHP,MCHP
Koinadugu District,Diang Chiefdom,Solia MCHP,MCHP
Koinadugu District,Diang Chiefdom,Waia MCHP,MCHP
Koinadugu District,Diang Chiefdom,Yara CHP,CHP
Koinadugu District,Diang Chiefdom,Yiben MCHP,MCHP
Koinadugu District,Gbonkorbor Kayaka Chiefdom,Kakarima MCHP,MCHP
Koinadugu District,Gbonkorbor Kayaka Chiefdom,Kasassie CHP,CHP
Koinadugu District,Gbonkorbor Kayaka Chiefdom,Madina Gbonkorbor CHP,CHP
Koinadugu District,Gbonkorbor Kayaka Chiefdom,Sawuria CHP,CHP
Koinadugu District,Kallian Chiefdom,Alkalia CHP,CHP
Koinadugu District,Kallian Chiefdom,Kandeya MCHP,MCHP
Koinadugu District,Kallian Chiefdom,Kumala CHP,CHP
Koinadugu District,Kallian Chiefdom,Sesawulia MCHP,MCHP
Koinadugu District,Kallian Chiefdom,Tukolie CHP,CHP
Koinadugu District,Kallian Chiefdom,Worombalia MCHP,MCHP
Koinadugu District,Kamukeh Chiefdom,Kambalia MCHP,MCHP
Koinadugu District,Kamukeh Chiefdom,Kambia MCHP,MCHP
Koinadugu District,Kamukeh Chiefdom,Mandia MCHP,MCHP
Koinadugu District,Kamukeh Chiefdom,Thellia CHP,CHP
Koinadugu District,Kasunko Kakellay Chiefdom,Fadugu CHC,CHC
Koinadugu District,Kasunko Kakellay Chiefdom,Kagbasia MCHP,MCHP
Koinadugu District,Kasunko Kakellay Chiefdom,Kassasie Kakeleh MCHP,MCHP
Koinadugu District,Kasunko Kakellay Chiefdom,Madina Kamandie MCHP,MCHP
Koinadugu District,Kasunko Kakellay Chiefdom,Sawuria CHP,CHP
Koinadugu District,Nieni Chiefdom,Fankoya CHP,CHP
Koinadugu District,Nieni Chiefdom,Kaya MCHP,MCHP
Koinadugu District,Nieni Chiefdom,Krutor CHP,CHP
Koinadugu District,Nieni Chiefdom,Mangae MCHP,MCHP
Koinadugu District,Nieni Chiefdom,Safinia MCHP,MCHP
Koinadugu District,Nieni Chiefdom,Sumbaria CHP,CHP
Koinadugu District,Nieni Chiefdom,Yiffin CHC,CHC
Koinadugu District,Sengbeh Chiefdom,Bambukoro CHP,CHP
Koinadugu District,Sengbeh Chiefdom,Bambukura MCHP,MCHP
Koinadugu District,Sengbeh Chiefdom,Gbenikoro MCHP,MCHP
Koinadugu District,Sengbeh Chiefdom,Koinadugu 2 CHC,CHC
Koinadugu District,Sengbeh Chiefdom,Kondeya (Sengbeh) MCHP,MCHP
Koinadugu District,Sengbeh Chiefdom,Momorimaria MCHP,MCHP
Koinadugu District,Thamiso Chiefdom,Kamathoi MCHP,MCHP
Koinadugu District,Thamiso Chiefdom,Karasa MCHP,MCHP
Koinadugu District,Thamiso Chiefdom,Kasanikoro CHP,CHP
Koinadugu District,Wara Wara Bafodia Chiefdom,Bafodia CHC,CHC
Koinadugu District,Wara Wara Bafodia Chiefdom,Kadanso MCHP,MCHP
Koinadugu District,Wara Wara Bafodia Chiefdom,Kakoya MCHP,MCHP
Koinadugu District,Wara Wara Bafodia Chiefdom,Karpakie MCHP,MCHP
Koinadugu District,Wara Wara Bafodia Chiefdom,Sakuta MCHP,MCHP
Koinadugu District,Wara Wara Bafodia Chiefdom,Samamaia MCHP,MCHP
Koinadugu District,Wara Wara Yagala Chiefdom,Heremakono CHP,CHP
Koinadugu District,Wara Wara Yagala Chiefdom,Kabala Static CHC,CHC
Koinadugu District,Wara Wara Yagala Chiefdom,Kayako MCHP,MCHP
Koinadugu District,Wara Wara Yagala Chiefdom,Konkoba MCHP,MCHP
Koinadugu District,Wara Wara Yagala Chiefdom,Mamudia Koro MCHP,MCHP
Koinadugu District,Wara Wara Yagala Chiefdom,Sarakoh MCHP,MCHP
Koinadugu District,Wara Wara Yagala Chiefdom,Senekedugu CHP,CHP
Koinadugu District,Wara Wara Yagala Chiefdom,Yataya CHP,CHP
Kono District,Fiama Chiefdom,Bandasuma (Fiama) CHP,CHP
Kono District,Fiama Chiefdom,Bombordu CHP,CHP
Kono District,Fiama Chiefdom,Gbetema (Fiama) MCHP,MCHP
Kono District,Fiama Chiefdom,Njagbwema (Fiama) CHC,CHC
Kono District,Fiama Chiefdom,Yekior MCHP,MCHP
Kono District,Gbane Chiefdom,Bandama (Gbane) MCHP,MCHP
Kono District,Gbane Chiefdom,Fembedu CHP,CHP
Kono District,Gbane Chiefdom,Foindu (Gbane) CHP,CHP
Kono District,Gbane Chiefdom,Gandorhun (Gbane) CHC,CHC
Kono District,Gbane Chiefdom,Kanekor MCHP,MCHP
Kono District,Gbane Chiefdom,Kuangor MCHP,MCHP
Kono District,Gbane Chiefdom,Mbaoma (Gbane) CHP,CHP
Kono District,Gbane Chiefdom,Sunga MCHP,MCHP
Kono District,Gbane Kandor Chiefdom,Koardu CHC,CHC
Kono District,Gbane Kandor Chiefdom,Sindadu MCHP,MCHP
Kono District,Gbense Chiefdom,Boroma CHP,CHP
Kono District,Gbense Chiefdom,Gbangadu MCHP,MCHP
Kono District,Gbense Chiefdom,Koakor MCHP,MCHP
Kono District,Gbense Chiefdom,Musa and Family CHC,CHC
Kono District,Gbense Chiefdom,Quidadu MCHP,MCHP
Kono District,Gbense Chiefdom,Small Sefadu CHP,CHP
Kono District,Gorama Kono Chiefdom,Bunabu CHP,CHP
Kono District,Gorama Kono Chiefdom,Kangama (Gorama Kono) CHC,CHC
Kono District,Gorama Kono Chiefdom,Njagbwema (Gorama Kono) CHP,CHP
Kono District,Gorama Kono Chiefdom,Torkpumbu MCHP,MCHP
Kono District,Kamara Chiefdom,Peyima CHP,CHP
Kono District,Kamara Chiefdom,Samiquidu MCHP,MCHP
Kono District,Kamara Chiefdom,Sukudu (Kamara) CHP,CHP
